,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
40,Eef2,116690.987,0.447204265,0.094464362,4.734105576,2.20E-06,1.71E-05
41,Lrp1,116120.8711,-0.342376307,0.05431168,-6.303916699,2.90E-10,3.59E-09
42,Tapbp,99533.36461,0.364878572,0.078151602,4.668855949,3.03E-06,2.31E-05
43,Msn,98474.39306,-0.333962854,0.105364676,-3.169590286,0.00152654,0.006817143
44,Acsl1,96747.8549,0.941377692,0.093940597,10.02098908,1.23E-23,3.72E-22
45,Cd68,95892.04071,0.306957604,0.228566513,1.342968398,0.179282207,0.356925005
46,Ubc,92611.10518,-0.179522727,0.049412973,-3.633109184,0.000280026,0.001493628
47,Ubb,91228.91159,-0.145927801,0.083521812,-1.747181933,0.080605785,0.194951192
48,Akr1a1,91120.7873,0.00720453,0.099432304,0.072456629,0.94223852,0.974778689
49,Ly6e,89140.17403,-0.518028533,0.09708123,-5.336031841,9.50E-08,8.96E-07
50,Rsad2,88771.67313,0.009794181,0.265098912,0.036945383,0.970528554,0.98642221
51,Siglec1,87746.44492,-0.899336981,0.052534941,-17.11883483,1.07E-65,1.28E-63
52,Spp1,87725.24967,0.34222181,0.047976197,7.133158298,9.81E-13,1.52E-11
53,Lgals3,87452.21222,0.405243175,0.091777745,4.415484101,1.01E-05,7.09E-05
54,Gns,86554.07771,0.426730022,0.047218373,9.03737251,1.60E-19,3.93E-18
55,Nrp2,86518.01029,0.443838131,0.075765531,5.858048196,4.68E-09,5.18E-08
56,Sod2,86515.44204,0.180046758,0.042173319,4.269210056,1.96E-05,0.00013046
57,Lgmn,85846.26728,-0.850520482,0.120932103,-7.033041349,2.02E-12,3.05E-11
58,Fcer1g,85578.14466,-0.41582561,0.196734141,-2.113642332,0.034545827,0.098820092
59,mt-Nd5,85219.91314,-0.473025844,0.621367868,-0.761265377,0.446498576,0.655458425
60,Sdc3,85034.01978,-1.168528134,0.101197475,-11.54700884,7.64E-31,3.21E-29
61,Clec4e,84745.86707,1.389141357,0.05849279,23.74893298,1.13E-124,4.13E-122
62,Ifit2,84588.54067,-0.002646279,0.07298855,-0.036256079,0.971078171,0.986825933
63,Ifitm3,83598.07683,-0.187772807,0.042799344,-4.387282321,1.15E-05,7.96E-05
64,Plxna1,83486.2479,1.197977501,0.04251385,28.17852282,1.07E-174,6.51E-172
65,Anpep,83154.3342,0.572466316,0.141979822,4.032025889,5.53E-05,0.000339299
66,Prdx5,82817.28406,0.420408634,0.185171143,2.27037879,0.02318461,0.070960176
67,Calr,80015.0018,0.115926083,0.048661858,2.382278176,0.017205895,0.055383879
68,Cfl1,78185.99019,-0.629525786,0.135396626,-4.649493887,3.33E-06,2.52E-05
69,Syk,78048.84584,0.224844044,0.040262271,5.584484957,2.34E-08,2.38E-07
